21,Yale Wang,,3,542,"6
-",,,,,"4
28 min","5
146 min","1
-",,,,"4
168 min"
22,trushi,,3,664,"11
-",,,,,"1
19 min","4
297 min","4
-",,,,"3
248 min"
23,Takeshi Hashimoto,,2,109,"2
-",,,,"1
-","1
43 min","1
66 min",,,"1
-",,"4
-"
24,Macy Kercher,,2,176,"3
-",,,,,"1
80 min","1
-",,,,,"1
96 min"
25,Aidan Undheim,,0,0,,,,,,,,,,,,
25,Andrew Ting,,0,0,,,,,,,,,,,,
25,Arvin Sahami,,0,0,,,,,,,,,,,,
25,Carlos Georgescu,,0,0,,,,,,,,,,,,
25,Cinar Ozkul,,0,0,,,,,,,,,,,,
25,Evan Liu,,0,0,"2
-",,,,,,,,,,,
25,gnomes,,0,0,,,,,,,,,,,,
25,Julian Kennedy,,0,0,,,,,,,,,,,,
25,Lone Algorithmist,,0,0,,,,,,,,,,,,
25,Max Xu,,0,0,,,,,,,,,,,,
25,Safiullah Kaleem,,0,0,,,,,,,,,,,,
25,X-ecuters,,0,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
1,Columbia-team14,,12,1233,"2
10 min","1
29 min","1
58 min","5
260 min","1
141 min","1
13 min","1
15 min","2
22 min","1
69 min","1
169 min","3
270 min","1
17 min"
2,Columbia-team3,,10,1016,"2
29 min","2
16 min","9
-","1
151 min","1
134 min","1
31 min","1
33 min","1
40 min","1
250 min","2
226 min",,"1
46 min"
3,Columbia-team61,,9,1007,"1
25 min","4
72 min","2
-","3
268 min","1
218 min","1
6 min","1
15 min","3
29 min","1
230 min",,,"1
4 min"
4,Columbia-team2,,9,1083,"1
8 min","1
33 min","5
136 min",,"3
244 min","1
39 min","1
44 min","2
63 min","1
269 min",,,"3
67 min"
5,Columbia-team81,,9,1169,"2
13 min","1
32 min",,,"1
153 min","1
35 min","2
41 min","1
92 min","8
141 min","7
263 min",,"1
99 min"
6,Columbia-team24,,8,1022,"1
17 min","1
60 min",,,"1
203 min","1
67 min","1
79 min","3
170 min","2
267 min",,,"1
99 min"
7,Columbia-team68,,8,1068,"2
25 min","3
123 min",,,"5
205 min","1
28 min","1
44 min","1
58 min","6
295 min",,,"1
50 min"
8,Columbia-team22,,7,711,"3
17 min","3
162 min","5
-",,"2
187 min","1
39 min","1
43 min","2
74 min",,,,"2
49 min"
9,Columbia-team41,,7,742,"2
15 min","6
182 min",,,"2
238 min","1
19 min","2
44 min","1
26 min","4
-",,,"2
38 min"
10,Columbia-team31,,7,935,"2
149 min","2
80 min","7
-","3
-","1
264 min","1
84 min","1
95 min","1
106 min",,,,"1
117 min"
11,Columbia-team36,,7,1040,"2
44 min","15
267 min",,,"2
284 min","1
4 min","1
10 min","1
55 min",,,,"2
36 min"
12,Columbia-team5,,7,1886,"1
246 min","1
-",,,"1
247 min","1
247 min","1
248 min","3
255 min","5
275 min",,,"1
248 min"
13,Columbia-team-W2,,6,131,"1
24 min","1
37 min",,,,"1
2 min","1
7 min","1
15 min",,,"2
-","2
26 min"
14,Columbia-team13,,6,307,"1
14 min","2
136 min","4
-",,,"1
20 min","1
28 min","1
52 min",,,,"1
37 min"
15,Columbia-team69,,6,450,"1
21 min","2
112 min",,,,"1
28 min","2
40 min","3
119 min",,,,"1
50 min"
16,Columbia-team96,,6,494,"2
27 min","3
158 min",,,,"1
32 min","1
37 min","2
95 min",,,,"2
45 min"
17,Columbia-team9,,6,544,"1
90 min","3
200 min",,,,"2
5 min","2
22 min","1
67 min",,,,"3
40 min"
18,Columbia-team29,,6,555,"1
17 min",,"3
-",,,"1
24 min","1
34 min","1
75 min","4
288 min",,,"1
57 min"
19,Columbia-team18,,6,876,"7
107 min","4
41 min",,,,"1
57 min","1
59 min","10
120 min",,"9
-",,"3
92 min"
20,Columbia-team39,,6,1012,"10
84 min","16
268 min",,,"3
-","1
7 min","1
53 min","1
96 min","2
-","1
-",,"1
24 min"
21,Columbia-team76,,5,122,"1
8 min","20
-",,,"4
-","1
10 min","1
13 min","2
32 min",,,,"2
19 min"
22,Columbia-team23,,5,223,"2
15 min","1
-",,,,"2
25 min","1
36 min","1
50 min",,"1
-",,"1
57 min"
23,Columbia-team30,,5,262,"2
69 min","4
-",,,"1
-","1
24 min","1
31 min","2
61 min",,"1
-",,"1
37 min"
24,Columbia-team106,,5,302,"4
71 min","11
-",,,,"1
5 min","1
12 min","3
94 min",,,,"1
20 min"
25,Columbia-team6,,5,321,"1
46 min","8
-",,,"1
-","1
5 min","3
67 min","3
112 min",,,,"1
11 min"
26,Columbia-team56,,5,383,"3
45 min","12
-",,,,"2
19 min","1
53 min","3
105 min",,,,"1
61 min"
27,Columbia-team40,,5,515,"3
31 min","1
-",,,"2
-","1
47 min","2
66 min","6
167 min",,,,"1
44 min"
28,Columbia-team10,,5,547,"3
145 min",,,,"4
-","1
48 min","1
61 min","2
177 min",,,,"1
56 min"
29,Columbia-team20,,5,588,"3
52 min","1
-",,"1
-",,"1
60 min","3
76 min","4
142 min",,,,"2
98 min"
30,Columbia-team100,,5,626,"6
81 min","1
-",,,,"1
43 min","2
49 min","8
137 min",,,"1
-","1
56 min"
31,Columbia-team50,,5,651,"3
38 min","12
-",,,,"2
48 min","5
97 min","4
129 min",,,,"1
139 min"
32,Columbia-team110,,5,662,"5
59 min",,,,,"1
90 min","1
87 min","4
187 min","8
-",,,"2
79 min"
33,Columbia-team8,,5,801,"3
77 min","2
-",,,"4
293 min","1
20 min","6
71 min","5
-",,,,"5
60 min"
34,Columbia-team71,,5,911,"5
188 min","1
-",,"2
238 min",,"1
42 min","1
48 min","2
-",,,,"6
195 min"
35,Columbia-team19,,5,958,"3
28 min","6
-",,,,"1
167 min","1
173 min","5
237 min",,,,"3
193 min"
36,Columbia-team44,,5,1126,"10
139 min","1
-",,,"1
-","2
20 min","1
26 min","16
255 min","3
-",,,"6
86 min"
37,Columbia-team60,,5,1165,"9
296 min",,,,,"1
90 min","1
97 min","8
250 min",,,,"2
112 min"
38,Columbia-team4,,4,411,"3
84 min",,,,,"1
54 min","3
66 min","8
-",,,,"1
127 min"
39,Columbia-team48,,4,418,"2
59 min",,,,"4
-","1
111 min","1
124 min","6
-",,,,"1
104 min"
40,Columbia-team21,,4,434,"2
73 min","1
-",,,"2
-","1
102 min","1
107 min","6
-",,"4
-",,"1
132 min"
41,Columbia-team49,,4,455,"5
130 min","7
-",,,,"1
50 min","2
58 min","3
-",,,,"1
117 min"
42,Columbia-team52,,4,458,"7
157 min","1
-",,,,"1
50 min","1
61 min","8
-",,,,"1
70 min"
43,Columbia-team94,,4,624,"4
40 min","3
-",,"5
-","10
-","1
161 min","2
169 min","2
-","2
-",,,"1
174 min"
44,Columbia-team64,,4,631,"7
-",,,,,"1
69 min","1
131 min","3
235 min",,,,"2
136 min"
45,Columbia-team28,,4,674,"10
41 min","7
-",,,"3
-","1
123 min","2
129 min","7
-",,,,"4
121 min"
46,Columbia-team78,,4,702,"10
-","4
164 min","2
-","7
-","6
-","1
22 min","4
116 min","9
120 min","11
-","5
-","5
-","9
-"
47,Columbia-team86,,4,753,,"1
-",,,"3
-","2
48 min","5
109 min","2
262 min",,,,"2
194 min"
48,Columbia-team103,,4,1090,"6
245 min",,,,,"3
73 min","4
197 min",,,,,"5
295 min"
49,Columbia-team58,,3,116,"8
-","3
-",,,"3
-","1
35 min","1
29 min","3
-","1
-",,,"1
52 min"
50,Columbia-team25,,3,189,"1
-",,,,,"1
43 min","2
56 min","2
-",,,,"1
70 min"
51,Columbia-team47,,3,375,"3
-",,,,"3
-","1
117 min","1
134 min",,,,,"1
124 min"
52,Columbia-team42,,3,389,"5
-","1
-",,,,"1
108 min","1
123 min","9
-",,,,"2
138 min"
53,Columbia-team26,,3,392,"8
-",,,,,"1
77 min","1
100 min","3
175 min",,,,"1
-"
54,Columbia-team66,,3,531,"7
-",,,,,"7
56 min","2
136 min","14
-",,,,"3
159 min"
55,Columbia-team57,,3,532,"28
-",,,,,"6
98 min","3
160 min",,,,,"1
134 min"
56,Columbia-team91,,3,643,"1
-",,,,,"1
210 min","4
198 min",,,,,"1
175 min"
57,Columbia-team45,,2,371,"2
-","2
-",,"2
-",,"1
176 min","4
-",,,,,"1
195 min"
58,Columbia-team46,,2,504,"3
-",,,,,"1
245 min","1
259 min",,,,,
59,Columbia-team53,,2,566,,,,,,"1
253 min","3
273 min",,,,,
60,Columbia-team43,,1,81,"2
61 min",,"2
-",,,,,,,,,
61,Columbia-team-C0,,0,0,,,,,,,,,,,,
61,Columbia-team-W0,,0,0,,,,,,,,,,,,
61,Columbia-team-W1,,0,0,,,,,,,,,,,,
61,Columbia-team0,,0,0,,,,,,,,,,,,
61,Columbia-team1,,0,0,,,,,,,,,,,,
61,Columbia-team101,,0,0,,,,,,,,,,,,
61,Columbia-team102,,0,0,,,,,,,,,,,,
61,Columbia-team104,,0,0,"4
-",,,,,,,,,,,
61,Columbia-team105,,0,0,,,,,,,,,,,,
61,Columbia-team107,,0,0,,,,,,,,,,,,
61,Columbia-team108,,0,0,,,,,,,,,,,,
61,Columbia-team109,,0,0,,,,,,,,,,,,
61,Columbia-team11,,0,0,,,,,,,,,,,,
61,Columbia-team12,,0,0,,,,,,,,,,,,
61,Columbia-team15,,0,0,,,,,,,,,,,,
61,Columbia-team16,,0,0,,,,,,,,,,,,
61,Columbia-team17,,0,0,,,,,,,,,,,,
61,Columbia-team27,,0,0,,,,,,,,,,,,
61,Columbia-team32,,0,0,,,,,,,,,,,,
61,Columbia-team33,,0,0,,,,,,,,,,,,
61,Columbia-team34,,0,0,,,,,,,,,,,,
61,Columbia-team35,,0,0,,,,,,,,,,,,
61,Columbia-team37,,0,0,,,,,,,,,,,,
61,Columbia-team38,,0,0,,,,,,,,,,,,
61,Columbia-team51,,0,0,"2
-",,,,,,,,,,,
61,Columbia-team54,,0,0,,,,,,,,,,,,
61,Columbia-team55,,0,0,,,,,,,,,,,,
61,Columbia-team59,,0,0,,,,,,,,,,,,
61,Columbia-team62,,0,0,,,,,,,,,,,,
61,Columbia-team63,,0,0,,,,,,,,,,,,
61,Columbia-team65,,0,0,,,,,,,,,,,,
61,Columbia-team67,,0,0,,,,,,,,,,,,
61,Columbia-team7,,0,0,,,,,,,,,,,,
61,Columbia-team70,,0,0,,,,,,,,,,,,
61,Columbia-team72,,0,0,,,,,,,,,,,,
61,Columbia-team73,,0,0,,,,,,,,,,,,
61,Columbia-team74,,0,0,,,,,,,,,,,,
61,Columbia-team75,,0,0,,,,,,,,,,,,
61,Columbia-team77,,0,0,,,,,,,,,,,,
61,Columbia-team79,,0,0,,,,,,,,,,,,
61,Columbia-team80,,0,0,,,,,,,,,,,,
61,Columbia-team82,,0,0,,,,,,,,,,,,
61,Columbia-team83,,0,0,,,,,,,,,,,,
61,Columbia-team84,,0,0,,,,,,,,,,,,
61,Columbia-team85,,0,0,,,,,,,,,,,,
61,Columbia-team87,,0,0,,,,,,,,,,,,
61,Columbia-team88,,0,0,,,,,,,,,,,,
61,Columbia-team89,,0,0,,,,,,,,,,,,
61,Columbia-team90,,0,0,,,,,,,,,,,,
61,Columbia-team92,,0,0,,,,,,,,,,,,
61,Columbia-team93,,0,0,,,,,,,,,,,,
61,Columbia-team95,,0,0,,,,,,,,,,,,
61,Columbia-team97,,0,0,,,,,,,,,,,,
61,Columbia-team98,,0,0,,,,,,,,,,,,
61,Columbia-team99,,0,0,,,,,,,,,,,,
1,Mines 0x05,,12,973,"1
9 min","1
28 min","3
85 min","1
36 min","1
96 min","1
10 min","1
12 min","1
21 min","4
57 min","2
121 min","5
281 min","1
17 min"
2,Mines 0x04,,7,815,"1
15 min","6
-",,"1
188 min",,"1
20 min","1
31 min","3
281 min","1
214 min",,,"1
26 min"
3,Mines 0x08,,6,408,"1
18 min",,,,,"1
7 min","1
27 min","2
65 min","2
147 min",,,"2
84 min"
4,Mines 0x0B,,5,187,"4
38 min",,,,"1
-","1
1 min","1
11 min","2
26 min","9
-",,,"1
31 min"
5,Mines-unknown-number,,5,284,"2
16 min","3
-",,,"1
-","1
23 min","1
27 min","6
45 min","7
-",,,"1
53 min"
6,Mines 0x03,,5,301,"3
31 min","5
-",,,,"1
4 min","3
18 min","2
89 min",,,,"3
19 min"
7,Mines 0x0C,,5,398,"3
42 min","3
-",,,,"1
9 min","2
18 min","2
137 min","4
-","3
-",,"1
112 min"
8,Mines 0x07,,5,421,"2
35 min",,,"2
259 min",,"1
3 min","1
11 min","6
-",,,,"2
53 min"
9,Mines 0x06,,5,430,"2
18 min","3
-","1
-","1
260 min","2
-","1
22 min","3
39 min","5
-",,,,"1
31 min"
10,Mines 0x09,,5,806,"2
237 min",,,,,"1
3 min","5
280 min","3
135 min",,,,"1
11 min"
11,Mines 0x0A,,4,311,"3
72 min","2
-",,,,"1
29 min","2
39 min","5
-",,,,"2
91 min"
12,Mines 0x01,,4,347,"8
-",,,,,"1
6 min","2
26 min","4
142 min",,,,"3
53 min"
13,Treaty of Paris,,4,690,"3
75 min",,"6
-",,"2
-","1
176 min","2
184 min","4
-",,,,"1
195 min"
14,Mines 0x02,,3,272,"9
-","5
-",,,"1
-","1
49 min","1
65 min",,,"4
-",,"1
158 min"
15,Mines 0x0D,,0,0,,,,,,,,,,,,
15,Mines 0x0E,,0,0,,,,,,,,,,,,
1,Waterloo 3,,12,793,"3
12 min","3
45 min","3
52 min","2
105 min","1
63 min","1
16 min","1
3 min","1
13 min","1
33 min","4
81 min","2
144 min","1
6 min"
2,Waterloo 5,,12,808,"1
5 min","1
25 min","2
77 min","1
60 min","1
106 min","1
7 min","1
9 min","2
20 min","3
95 min","2
119 min","2
151 min","1
14 min"
3,Waterloo 6,,12,1000,"1
15 min","1
45 min","1
106 min","1
141 min","1
126 min","1
9 min","1
20 min","1
37 min","2
90 min","1
156 min","2
190 min","1
25 min"
4,sloth,,11,432,"2
23 min","1
8 min","1
54 min","1
26 min","1
71 min","1
1 min","1
10 min","1
18 min","3
62 min","1
87 min","2
-","1
12 min"
5,Waterloo 2,,11,822,"2
8 min","2
32 min","2
70 min","2
90 min","3
152 min","1
12 min","1
10 min","1
21 min","2
51 min","1
180 min",,"3
16 min"
6,Waterloo 7,,9,958,"1
21 min","2
93 min","9
-","2
240 min","1
-","1
3 min","1
14 min","1
10 min","3
280 min","1
190 min",,"1
27 min"
7,Waterloo 9,,7,532,"2
24 min","4
-","1
-",,"1
68 min","1
6 min","1
21 min","6
88 min","2
156 min","8
-",,"1
29 min"
8,Waterloo 1,,4,969,"9
231 min","2
-","2
-",,,"1
179 min","1
196 min","3
-",,,,"1
203 min"
9,sus,,0,0,,,,,,,,,,,,
9,Team123test,,0,0,,,,,,,,,,,,
9,Waterloo 10,,0,0,,,,,,,,,,,,
9,Waterloo 4,,0,0,,,,,,,,,,,,
9,Waterloo 8,,0,0,,,,,,,,,,,,
1,Re:ZERO -Starting From Zero Once Again in ICPC-,,12,985,"2
22 min","1
40 min","4
59 min","1
107 min","1
89 min","1
6 min","2
8 min","1
16 min","2
62 min","4
136 min","2
237 min","1
3 min"
2,FlamingLions,,12,1226,"2
13 min","2
32 min","1
73 min","1
214 min","3
195 min","1
2 min","1
4 min","3
23 min","1
87 min","3
54 min","3
297 min","2
12 min"
3,Miku Fan Club,,12,1785,"2
47 min","3
133 min","6
222 min","2
167 min","1
238 min","1
3 min","1
18 min","2
29 min","4
190 min","6
292 min","1
76 min","1
10 min"
4,The Dream,,11,1222,"1
8 min","1
93 min","1
121 min","1
208 min","1
179 min","1
11 min","1
20 min","3
28 min","2
155 min","3
282 min","8
-","1
17 min"
5,Sphagetti Sort,,8,1076,"1
28 min","1
115 min","13
279 min",,"1
205 min","1
18 min","1
21 min","3
55 min",,,,"4
15 min"
6,Leaning Toothpick Syndrome,,8,1443,"11
292 min","1
227 min",,,"2
202 min","1
34 min","1
23 min","2
41 min","7
107 min",,,"3
117 min"
7,No Team :(,,7,621,"1
11 min","4
-","5
149 min","2
-","4
173 min","1
5 min","4
21 min","1
39 min",,,,"1
23 min"
8,Oasis,,7,915,"3
135 min","3
206 min","13
-",,"2
233 min","1
17 min","1
33 min","4
123 min",,"6
-",,"1
8 min"
9,HasThisTypePattern,,6,373,"4
31 min","5
-","18
-",,"1
131 min","1
9 min","1
13 min","2
90 min","7
-",,,"1
19 min"
10,NiTian,,5,326,"5
31 min","11
-",,,"3
-","1
6 min","1
19 min","3
42 min","4
-","2
-",,"4
48 min"
11,\varepsilon>,,4,496,"4
118 min",,,"1
-",,"1
72 min","3
145 min","1
-","1
-","2
-",,"2
41 min"
12,LiuQianYu,,3,760,"16
267 min",,,,"6
-","3
57 min","1
96 min","23
-",,,,"3
-"
1,fishy15,,12,842,"1
6 min","1
17 min","2
55 min","1
79 min","1
37 min","1
25 min","1
23 min","1
29 min","1
67 min","2
161 min","5
202 min","1
21 min"
2,[\s\S]+ fan club,,12,1115,"1
8 min","3
53 min","1
57 min","2
154 min","1
88 min","1
14 min","1
16 min","2
28 min","2
97 min","3
167 min","1
281 min","1
12 min"
3,DAY,,11,817,"1
14 min","1
35 min","1
29 min","2
80 min","2
112 min","1
11 min","1
20 min","1
27 min","7
91 min","5
136 min","9
-","1
22 min"
4,Mamenchisaurus,,11,1564,"1
16 min","3
79 min","2
47 min","7
288 min","1
182 min","1
13 min","2
26 min","3
48 min","4
236 min","7
179 min",,"1
30 min"
5,WhiteBoxes,,10,891,"3
9 min","2
61 min","3
-","2
268 min","1
49 min","1
12 min","1
16 min","1
30 min","2
80 min","6
131 min","3
-","1
35 min"
6,im all in,,9,597,"2
9 min","1
71 min","5
-","1
85 min","3
153 min","1
10 min","1
38 min","1
32 min","5
41 min","1
-",,"1
18 min"
7,mwen,,9,904,"3
23 min","1
35 min","2
50 min","1
-","4
96 min","1
97 min","1
99 min","2
108 min","1
136 min",,,"1
120 min"
8,error404,,9,981,"4
33 min","4
67 min","1
98 min",,"1
94 min","1
20 min","1
24 min","2
114 min","5
-","5
280 min",,"1
31 min"
9,Aaron Lo,,7,838,"1
54 min","2
208 min",,,"1
119 min","1
58 min","1
69 min","7
125 min","3
-",,,"1
65 min"
10,Texas Power Grid,,5,548,"6
82 min","1
-",,,"3
167 min","1
10 min","4
37 min","2
-","13
-",,,"1
52 min"
11,Vaibhav,,4,197,"3
83 min","4
-",,"1
-",,"1
5 min","1
12 min","2
-",,,,"2
37 min"
12,updog,,4,635,"5
181 min",,,"2
-",,"1
102 min","2
111 min","1
-",,,,"2
121 min"
13,Justin,,3,258,"5
-",,,,,"1
26 min","4
123 min","4
-",,,,"1
49 min"
14,J2-enthusiasts,,2,234,"3
42 min","14
-",,,,"1
152 min",,,,,,
15,Ryan,,2,274,"3
198 min",,,,,"1
36 min","2
-","1
-",,,,
16,CloseAI,,0,0,,,,,,,,,,,,
16,inters,,0,0,,,,,,,,,,,,
1,th105.exe,,11,1242,"3
9 min","1
82 min","11
228 min","1
59 min","1
93 min","1
12 min","1
17 min","3
35 min","1
185 min","1
220 min",,"1
22 min"
2,gozonite,,10,1052,"2
20 min","3
61 min","4
105 min",,"1
79 min","1
22 min","1
26 min","3
46 min","4
130 min","4
189 min",,"4
34 min"
3,choke,,10,1447,"1
41 min","3
115 min","3
293 min","4
188 min","3
137 min","1
10 min","1
19 min","4
66 min","2
267 min",,,"2
31 min"
4,mczhuanggg,,9,907,"2
8 min","5
244 min","3
-","1
166 min","3
147 min","1
9 min","1
13 min","1
23 min","1
140 min",,,"1
17 min"
5,Pseudorandomness,,9,1060,"1
15 min","1
41 min","1
75 min","1
119 min","1
138 min","1
141 min","1
144 min","2
178 min",,"1
-",,"1
189 min"
6,JL,,9,1287,"3
18 min","4
256 min","2
161 min",,"3
116 min","1
20 min","1
22 min","3
78 min","4
288 min",,"1
-","3
28 min"
7,purple alien,,8,709,"2
32 min","2
166 min","3
-","1
160 min","3
64 min","2
9 min","1
12 min","4
83 min",,,,"1
23 min"
8,Alvin Li,,8,960,"2
51 min","5
-","3
207 min","2
204 min","7
158 min","1
43 min","1
40 min","1
36 min",,,,"1
21 min"
9,Pedro,,8,975,"1
8 min",,"10
163 min",,"1
204 min","1
11 min","1
15 min","2
35 min","4
256 min",,,"1
23 min"
10,sidhant,,7,596,"2
16 min",,"11
-","3
128 min","2
182 min","1
12 min","2
15 min","2
38 min","9
-",,,"3
45 min"
11,victors orz,,7,853,"3
54 min","3
174 min","2
-",,"2
233 min","1
12 min","2
19 min","4
92 min",,,,"2
69 min"
12,anishmit,,6,347,"2
8 min",,,,"2
176 min","1
11 min","1
15 min","2
34 min",,,,"2
23 min"
13,alexdela,,5,292,"2
11 min",,"6
-",,"2
97 min","1
14 min","2
21 min","2
-","2
-",,,"4
29 min"
14,kvnwng,,5,347,"2
49 min","4
-",,,"2
-","1
17 min","3
31 min","4
74 min",,,,"1
56 min"
15,AC1,,5,451,"6
31 min","4
-",,,"6
-","1
9 min","1
43 min","2
118 min",,,,"5
50 min"
16,rhagfyr,,5,458,"4
29 min","2
-",,,"1
160 min","1
53 min","1
62 min","5
-",,,,"2
74 min"
17,PickingStar,,5,465,"2
17 min",,,,"1
69 min","1
92 min","2
121 min",,,,,"2
106 min"
18,ZHOU,,5,537,"2
33 min",,,,,"1
51 min","2
60 min","7
188 min",,,"1
-","1
45 min"
19,heatmint,,5,575,"3
147 min","3
-",,,"3
187 min","1
34 min","1
39 min","2
-",,,,"2
68 min"
20,max,,5,686,"2
16 min","5
-",,,"1
252 min","1
98 min","2
122 min","4
-",,,,"2
138 min"
21,Makabaka,,5,780,"3
77 min","2
-","2
-",,"4
211 min","1
148 min","1
157 min","1
-",,,,"1
87 min"
22,tradar,,5,806,"5
126 min",,,,,"1
50 min","1
54 min","9
274 min",,,,"1
62 min"
23,BugCat Bolt,,5,1040,"4
51 min","4
-",,"3
-",,"1
126 min","2
142 min","8
261 min",,,,"5
160 min"
24,Rohitsar,,5,1899,"9
178 min","12
-","9
-",,"1
-","1
94 min","2
101 min","36
245 min",,"21
-",,"14
141 min"
25,werd,,4,239,"2
60 min",,,,,"1
8 min","1
79 min","2
-","1
-","2
-",,"1
72 min"
26,ACC,,4,488,"3
135 min","9
-",,,,"1
71 min","2
111 min",,,,,"2
91 min"
27,rjutur,,4,729,"10
209 min",,,,,"1
24 min","5
74 min","13
-",,"3
-",,"4
102 min"
28,NikhilAP,,3,86,"2
-",,,,,"2
15 min","1
23 min",,,,,"1
28 min"
